date,latitude,longitude,no2_satellite
2019-09-12,19.11,72.97,86.7874
2019-09-12,19.11,73.01,63.3998
2019-09-12,19.11,73.05,55.9695
2019-09-12,19.15,72.77,64.1194
2019-09-12,19.15,72.81,77.7149
2019-09-12,19.15,72.85,87.0798
2019-09-12,19.15,72.89,103.2344
2019-09-12,19.15,72.93,80.4767
2019-09-12,19.15,72.97,75.4805
2019-09-12,19.15,73.01,64.9931
2019-09-12,19.15,73.05,60.8275
2019-09-12,19.19,72.77,68.2063
2019-09-12,19.19,72.81,71.9458
2019-09-12,19.19,72.85,69.956
2019-09-12,19.19,72.89,63.3998
2019-09-12,19.19,72.93,63.3998
2019-09-12,19.19,72.97,70.8539
2019-09-12,19.19,73.01,66.9747
2019-09-12,19.19,73.05,63.3998
2019-09-12,19.23,72.77,50.8854
2019-09-12,19.23,72.81,49.5988
2019-09-12,19.23,72.85,75.7975
2019-09-12,19.23,72.89,61.1624
2019-09-12,19.23,72.93,73.3374
2019-09-12,19.23,72.97,57.4621
2019-09-12,19.23,73.01,48.2025
2019-09-12,19.23,73.05,46.5265
2019-09-12,19.27,72.77,55.5397
2019-09-12,19.27,72.81,62.2155
2019-09-12,19.27,72.85,63.3998
2019-09-12,19.27,72.89,65.3031
2019-09-12,19.27,72.93,55.0815
2019-09-12,19.27,72.97,63.3998
2019-09-12,19.27,73.01,45.4044
2019-09-12,19.27,73.05,41.6966
2019-09-12,19.31,72.77,55.7079
2019-09-12,19.31,72.81,42.2993
2019-09-12,19.31,72.85,48.9458
2019-09-12,19.31,72.89,58.3973
2019-09-12,19.31,72.93,38.2063
2019-09-12,19.31,72.97,60.0035
2019-09-12,19.31,73.01,39.6026
2019-09-12,19.31,73.05,56.0369
2019-09-12,19.35,72.77,36.8166
2019-09-12,19.35,72.81,52.6779
2019-09-12,19.35,72.85,42.4408
2019-09-12,19.35,72.89,62.9311
2019-09-12,19.35,72.93,44.4676
2019-09-12,19.35,72.97,35.8661
2019-09-12,19.35,73.01,48.1057
2019-09-12,19.35,73.05,38.8854
2019-09-13,18.87,72.77,57.0628
2019-09-13,18.87,72.81,64.4731
2019-09-13,18.87,72.85,61.5064
2019-09-13,18.87,72.89,41.91
2019-09-13,18.87,72.93,45.2533
2019-09-13,18.87,72.97,54.2651
2019-09-13,18.87,73.01,52.8078
2019-09-13,18.87,73.05,28.0398
2019-09-13,18.91,72.77,47.3612
2019-09-13,18.91,72.81,52.2816
2019-09-13,18.91,72.85,73.0706
2019-09-13,18.91,72.89,56.5144
2019-09-13,18.91,72.93,65.9817
2019-09-13,18.91,72.97,66.7232
2019-09-13,18.91,73.01,48.6469
2019-09-13,18.91,73.05,64.9648
2019-09-13,18.95,72.77,69.6434
2019-09-13,18.95,72.81,55.0008
2019-09-13,18.95,72.85,68.306
2019-09-13,18.95,72.89,64.9648
2019-09-13,18.95,72.93,70.8572
2019-09-13,18.95,72.97,66.7722
2019-09-13,18.95,73.01,66.8
2019-09-13,18.95,73.05,49.8674
2019-09-13,18.99,72.77,62.5771
2019-09-13,18.99,72.81,79.6661
2019-09-13,18.99,72.85,64.9648
2019-09-13,18.99,72.89,77.2676
2019-09-13,18.99,72.93,68.8853
2019-09-13,18.99,72.97,74.8378
2019-09-13,18.99,73.01,64.9648
2019-09-13,18.99,73.05,49.5833
2019-09-13,19.03,72.77,85.4254
2019-09-13,19.03,72.81,84.438
2019-09-13,19.03,72.85,99.8227
2019-09-13,19.03,72.89,109.0582
2019-09-13,19.03,72.93,95.3096
2019-09-13,19.03,72.97,89.555
2019-09-13,19.03,73.01,76.0617
2019-09-13,19.03,73.05,58.3505
2019-09-13,19.07,72.77,74.2379
2019-09-13,19.07,72.81,91.2924
2019-09-13,19.07,72.85,107.8234
2019-09-13,19.07,72.89,120.4204
2019-09-13,19.07,72.93,90.1511
2019-09-13,19.07,72.97,70.662
2019-09-13,19.07,73.01,72.1304
2019-09-13,19.07,73.05,62.3729
2019-09-13,19.11,72.77,73.3306
2019-09-13,19.11,72.81,88.2789
2019-09-13,19.11,72.85,115.9508
2019-09-13,19.11,72.89,107.2752
2019-09-13,19.11,72.93,88.8733
2019-09-13,19.11,72.97,73.2834
2019-09-13,19.11,73.01,86.9175
2019-09-13,19.11,73.05,76.1014
2019-09-13,19.15,72.77,81.5006
2019-09-13,19.15,72.81,80.6021
2019-09-13,19.15,72.85,64.9648
2019-09-13,19.15,72.89,82.0288
2019-09-13,19.15,72.93,64.9648
2019-09-13,19.15,72.97,70.3696
2019-09-13,19.15,73.01,66.1712
2019-09-13,19.15,73.05,58.8999
2019-09-13,19.19,72.77,59.6325
2019-09-13,19.19,72.81,65.0946
2019-09-13,19.19,72.85,64.9648
2019-09-13,19.19,72.89,75.146
2019-09-13,19.19,72.93,84.3856
2019-09-13,19.19,72.97,69.6549
2019-09-13,19.19,73.01,63.637
2019-09-13,19.19,73.05,58.8625
2019-09-13,19.23,72.77,70.0823
2019-09-13,19.23,72.81,95.6764
2019-09-13,19.23,72.85,61.5384
2019-09-13,19.23,72.89,82.488
2019-09-13,19.23,72.93,52.8801
2019-09-13,19.23,72.97,58.2356
2019-09-13,19.23,73.01,48.1819
2019-09-13,19.23,73.05,58.0735
2019-09-13,19.27,72.77,62.5438
2019-09-13,19.27,72.81,46.8186
2019-09-13,19.27,72.85,64.9648
2019-09-13,19.27,72.89,60.9951
2019-09-13,19.27,72.93,63.6654
2019-09-13,19.27,72.97,64.9648
2019-09-13,19.27,73.01,57.6724
2019-09-13,19.27,73.05,37.5903
2019-09-13,19.31,72.77,46.6057
2019-09-13,19.31,72.81,40.7145
2019-09-13,19.31,72.85,36.7042
2019-09-13,19.31,72.89,43.131
2019-09-13,19.31,72.93,64.9648
2019-09-13,19.31,72.97,65.5029
2019-09-13,19.31,73.01,47.6199
2019-09-13,19.31,73.05,48.6311
2019-09-13,19.35,72.77,41.5573
2019-09-13,19.35,72.81,45.0696
2019-09-13,19.35,72.85,47.8202
2019-09-13,19.35,72.89,45.1836
2019-09-13,19.35,72.93,51.318
2019-09-13,19.35,72.97,40.7417
2019-09-13,19.35,73.01,33.3373
2019-09-13,19.35,73.05,30.2958
2019-09-14,18.87,72.77,59.6984
2019-09-14,18.87,72.81,62.2404
2019-09-14,18.87,72.85,62.2404
2019-09-14,18.87,72.89,46.7401
2019-09-14,18.87,72.93,59.2832
2019-09-14,18.87,72.97,52.5768
2019-09-14,18.87,73.01,50.4549
2019-09-14,18.87,73.05,48.6046
2019-09-14,18.91,72.77,58.6545
2019-09-14,18.91,72.81,49.7133
2019-09-14,18.91,72.85,58.6054
2019-09-14,18.91,72.89,62.2404
2019-09-14,18.91,72.93,55.1814
2019-09-14,18.91,72.97,62.2404
2019-09-14,18.91,73.01,61.8816
2019-09-14,18.91,73.05,58.0867
2019-09-14,18.95,72.77,66.519
2019-09-14,18.95,72.81,65.3564
2019-09-14,18.95,72.85,71.4138
2019-09-14,18.95,72.89,62.2404
2019-09-14,18.95,72.93,63.0185
2019-09-14,18.95,72.97,62.2404
2019-09-14,18.95,73.01,55.388
2019-09-14,18.95,73.05,49.137
2019-09-14,18.99,72.77,70.817
2019-09-14,18.99,72.81,62.2404
2019-09-14,18.99,72.85,84.7069
2019-09-14,18.99,72.89,79.2995
2019-09-14,18.99,72.93,76.6876
2019-09-14,18.99,72.97,60.3529
2019-09-14,18.99,73.01,70.7276
2019-09-14,18.99,73.05,64.6855
2019-09-14,19.03,72.77,70.9833
2019-09-14,19.03,72.81,81.7439
2019-09-14,19.03,72.85,97.5661
2019-09-14,19.03,72.89,92.4605
2019-09-14,19.03,72.93,62.2404
2019-09-14,19.03,72.97,88.838
2019-09-14,19.03,73.01,62.2224
2019-09-14,19.03,73.05,67.9318
2019-09-14,19.07,72.77,73.6903
2019-09-14,19.07,72.81,89.1294
2019-09-14,19.07,72.85,112.0889
2019-09-14,19.07,72.89,115.3714
2019-09-14,19.07,72.93,105.4549
2019-09-14,19.07,72.97,95.2006
2019-09-14,19.07,73.01,68.421
2019-09-14,19.07,73.05,62.2583
2019-09-14,19.11,72.77,62.2404
2019-09-14,19.11,72.81,91.6422
2019-09-14,19.11,72.85,101.6396
2019-09-14,19.11,72.89,99.7369
2019-09-14,19.11,72.93,96.8105
2019-09-14,19.11,72.97,90.9611
2019-09-14,19.11,73.01,58.2672
2019-09-14,19.11,73.05,60.0876
2019-09-14,19.15,72.77,63.1106
2019-09-14,19.15,72.81,87.1672
2019-09-14,19.15,72.85,83.2923
2019-09-14,19.15,72.89,62.2404
2019-09-14,19.15,72.93,81.7072
2019-09-14,19.15,72.97,79.0508
2019-09-14,19.15,73.01,60.1717
2019-09-14,19.15,73.05,60.7949
2019-09-14,19.19,72.77,68.7165
2019-09-14,19.19,72.81,76.1002
2019-09-14,19.19,72.85,71.5571
2019-09-14,19.19,72.89,58.1249
2019-09-14,19.19,72.93,81.8317
2019-09-14,19.19,72.97,70.363
2019-09-14,19.19,73.01,72.4705
2019-09-14,19.19,73.05,62.2404
2019-09-14,19.23,72.77,62.0979
2019-09-14,19.23,72.81,62.8852
2019-09-14,19.23,72.85,80.4608
2019-09-14,19.23,72.89,62.2404
2019-09-14,19.23,72.93,64.0903
2019-09-14,19.23,72.97,65.4276
2019-09-14,19.23,73.01,53.5989
2019-09-14,19.23,73.05,56.3013
2019-09-14,19.27,72.77,62.2404
2019-09-14,19.27,72.81,52.8916
2019-09-14,19.27,72.85,59.4802
2019-09-14,19.27,72.89,52.5818
2019-09-14,19.27,72.93,50.0901
2019-09-14,19.27,72.97,62.0768
2019-09-14,19.27,73.01,43.3886
2019-09-14,19.27,73.05,52.5549
2019-09-14,19.31,72.77,56.5484
2019-09-14,19.31,72.81,48.4632
2019-09-14,19.31,72.85,62.4916
2019-09-14,19.31,72.89,62.2404
2019-09-14,19.31,72.93,48.4228
2019-09-14,19.31,72.97,40.0969
2019-09-14,19.31,73.01,52.0006
2019-09-14,19.31,73.05,45.4482
2019-09-14,19.35,72.77,47.4083
2019-09-14,19.35,72.81,50.7838
2019-09-14,19.35,72.85,36.3475
2019-09-14,19.35,72.89,44.0035
2019-09-14,19.35,72.93,60.0433
2019-09-14,19.35,72.97,47.6495
2019-09-14,19.35,73.01,48.9639
2019-09-14,19.35,73.05,44.0732
2019-09-15,18.87,72.77,56.9732
2019-09-15,18.87,72.81,64.5479
2019-09-15,18.87,72.85,40.9358
2019-09-15,18.87,72.89,61.6588
2019-09-15,18.87,72.93,54.29
2019-09-15,18.87,72.97,60.2313
2019-09-15,18.87,73.01,47.718
2019-09-15,18.87,73.05,64.5479
2019-09-15,18.91,72.77,49.2579
2019-09-15,18.91,72.81,60.9431
2019-09-15,18.91,72.85,53.1572
2019-09-15,18.91,72.89,61.8439
2019-09-15,18.91,72.93,62.5847
2019-09-15,18.91,72.97,64.5479
2019-09-15,18.91,73.01,43.0664
2019-09-15,18.91,73.05,37.8858
2019-09-15,18.95,72.77,57.3576
2019-09-15,18.95,72.81,55.0222
2019-09-15,18.95,72.85,72.8955
2019-09-15,18.95,72.89,91.1318
2019-09-15,18.95,72.93,59.8444
2019-09-15,18.95,72.97,86.8245
2019-09-15,18.95,73.01,60.9005
2019-09-15,18.95,73.05,64.5479
2019-09-15,18.99,72.77,64.5479
2019-09-15,18.99,72.81,80.1179
2019-09-15,18.99,72.85,79.0241
2019-09-15,18.99,72.89,95.4537
2019-09-15,18.99,72.93,64.9361
2019-09-15,18.99,72.97,68.035
2019-09-15,18.99,73.01,64.5479
2019-09-15,18.99,73.05,61.5839
2019-09-15,19.03,72.77,60.8767
2019-09-15,19.03,72.81,100.7328
2019-09-15,19.03,72.85,99.6229
2019-09-15,19.03,72.89,64.5479
2019-09-15,19.03,72.93,79.6711
2019-09-15,19.03,72.97,84.7784
2019-09-15,19.03,73.01,74.7013
2019-09-15,19.03,73.05,71.4614
2019-09-15,19.07,72.77,79.7533
2019-09-15,19.07,72.81,83.4201
2019-09-15,19.07,72.85,106.6304
2019-09-15,19.07,72.89,119.3757
2019-09-15,19.07,72.93,91.6295
2019-09-15,19.07,72.97,98.1751
2019-09-15,19.07,73.01,77.9512
2019-09-15,19.07,73.05,64.5479
2019-09-15,19.11,72.77,77.3453
2019-09-15,19.11,72.81,96.4097
2019-09-15,19.11,72.85,97.496
2019-09-15,19.11,72.89,112.0022
2019-09-15,19.11,72.93,97.0258
2019-09-15,19.11,72.97,86.8485
2019-09-15,19.11,73.01,64.5479
2019-09-15,19.11,73.05,63.6512
2019-09-15,19.15,72.77,76.1541
2019-09-15,19.15,72.81,80.9451
2019-09-15,19.15,72.85,91.437
2019-09-15,19.15,72.89,92.8102
2019-09-15,19.15,72.93,88.1908
2019-09-15,19.15,72.97,72.4638
2019-09-15,19.15,73.01,73.8769
2019-09-15,19.15,73.05,66.2978
2019-09-15,19.19,72.77,73.08
2019-09-15,19.19,72.81,64.5479
2019-09-15,19.19,72.85,75.8694
2019-09-15,19.19,72.89,68.5857
2019-09-15,19.19,72.93,79.717
2019-09-15,19.19,72.97,64.1597
2019-09-15,19.19,73.01,50.878
2019-09-15,19.19,73.05,53.0534
2019-09-15,19.23,72.77,63.0678
2019-09-15,19.23,72.81,76.3134
2019-09-15,19.23,72.85,89.9746
2019-09-15,19.23,72.89,70.1058
2019-09-15,19.23,72.93,72.1475
2019-09-15,19.23,72.97,67.3904
2019-09-15,19.23,73.01,60.2397
2019-09-15,19.23,73.05,51.607
2019-09-15,19.27,72.77,48.0532
2019-09-15,19.27,72.81,75.1419
2019-09-15,19.27,72.85,55.2218
2019-09-15,19.27,72.89,57.1087
2019-09-15,19.27,72.93,57.143
2019-09-15,19.27,72.97,64.5479
2019-09-15,19.27,73.01,57.02
2019-09-15,19.27,73.05,45.8596
2019-09-15,19.31,72.77,48.4033
2019-09-15,19.31,72.81,47.5621
2019-09-15,19.31,72.85,50.5656
2019-09-15,19.31,72.89,64.5479
2019-09-15,19.31,72.93,64.5479
2019-09-15,19.31,72.97,63.8063
2019-09-15,19.31,73.01,55.7898
2019-09-15,19.31,73.05,58.1311
2019-09-15,19.35,72.77,58.9691
2019-09-15,19.35,72.81,64.5479
2019-09-15,19.35,72.85,59.2887
2019-09-15,19.35,72.89,56.6892
2019-09-15,19.35,72.93,45.0899
2019-09-15,19.35,72.97,49.454
2019-09-15,19.35,73.01,51.9638
2019-09-15,19.35,73.05,48.4988
2019-09-16,18.87,72.77,52.7787
2019-09-16,18.87,72.81,56.8433
2019-09-16,18.87,72.85,60.2307
2019-09-16,18.87,72.89,53.6752
2019-09-16,18.87,72.93,60.0966
2019-09-16,18.87,72.97,48.2822
2019-09-16,18.87,73.01,62.615
2019-09-16,18.87,73.05,56.7273
2019-09-16,18.91,72.77,66.0388
2019-09-16,18.91,72.81,65.1457
2019-09-16,18.91,72.85,65.5117
2019-09-16,18.91,72.89,71.9459
2019-09-16,18.91,72.93,53.6023
2019-09-16,18.91,72.97,52.9774
2019-09-16,18.91,73.01,60.6134
2019-09-16,18.91,73.05,52.0972
2019-09-16,18.95,72.77,61.4642
2019-09-16,18.95,72.81,79.0356
2019-09-16,18.95,72.85,73.7467
2019-09-16,18.95,72.89,63.493
2019-09-16,18.95,72.93,79.2579
2019-09-16,18.95,72.97,64.7513
2019-09-16,18.95,73.01,76.8092
2019-09-16,18.95,73.05,48.2152
2019-09-16,18.99,72.77,63.493
2019-09-16,18.99,72.81,75.7208
2019-09-16,18.99,72.85,91.5541
2019-09-16,18.99,72.89,78.8102
2019-09-16,18.99,72.93,68.7817
2019-09-16,18.99,72.97,63.493
2019-09-16,18.99,73.01,63.3084
2019-09-16,18.99,73.05,49.0737
2019-09-16,19.03,72.77,87.4079
2019-09-16,19.03,72.81,91.5381
2019-09-16,19.03,72.85,95.6662
2019-09-16,19.03,72.89,101.4363
2019-09-16,19.03,72.93,88.6404
2019-09-16,19.03,72.97,77.4082
2019-09-16,19.03,73.01,76.6577
2019-09-16,19.03,73.05,64.3127
2019-09-16,19.07,72.77,77.3591
2019-09-16,19.07,72.81,96.6326
2019-09-16,19.07,72.85,119.3936
2019-09-16,19.07,72.89,63.493
2019-09-16,19.07,72.93,106.3914
2019-09-16,19.07,72.97,84.7223
2019-09-16,19.07,73.01,73.3241
2019-09-16,19.07,73.05,65.1665
2019-09-16,19.11,72.77,95.2355
2019-09-16,19.11,72.81,94.0826
2019-09-16,19.11,72.85,103.6593
2019-09-16,19.11,72.89,128.4305
2019-09-16,19.11,72.93,93.0836
2019-09-16,19.11,72.97,89.3684
2019-09-16,19.11,73.01,76.6817
2019-09-16,19.11,73.05,63.493
2019-09-16,19.15,72.77,94.2773
2019-09-16,19.15,72.81,89.1311
2019-09-16,19.15,72.85,63.493
2019-09-16,19.15,72.89,75.9553
2019-09-16,19.15,72.93,89.9317
2019-09-16,19.15,72.97,63.493
2019-09-16,19.15,73.01,57.1959
2019-09-16,19.15,73.05,63.493
2019-09-16,19.19,72.77,75.0915
2019-09-16,19.19,72.81,63.493
2019-09-16,19.19,72.85,77.852
2019-09-16,19.19,72.89,62.5719
2019-09-16,19.19,72.93,79.8945
2019-09-16,19.19,72.97,56.7828
2019-09-16,19.19,73.01,59.0632
2019-09-16,19.19,73.05,63.493
2019-09-16,19.23,72.77,56.5227
2019-09-16,19.23,72.81,61.3673
2019-09-16,19.23,72.85,57.7272
2019-09-16,19.23,72.89,69.8277
2019-09-16,19.23,72.93,68.4423
2019-09-16,19.23,72.97,62.8386
2019-09-16,19.23,73.01,42.2316
2019-09-16,19.23,73.05,40.1683
2019-09-16,19.27,72.77,63.493
2019-09-16,19.27,72.81,55.8116
2019-09-16,19.27,72.85,79.5767
2019-09-16,19.27,72.89,61.8752
2019-09-16,19.27,72.93,74.3671
2019-09-16,19.27,72.97,55.0113
2019-09-16,19.27,73.01,49.784
2019-09-16,19.27,73.05,55.8489
2019-09-16,19.31,72.77,60.5555
2019-09-16,19.31,72.81,51.4889
2019-09-16,19.31,72.85,58.6885
2019-09-16,19.31,72.89,63.493
2019-09-16,19.31,72.93,46.1026
2019-09-16,19.31,72.97,54.6719
2019-09-16,19.31,73.01,46.5599
2019-09-16,19.31,73.05,49.4311
2019-09-16,19.35,72.77,50.6572
2019-09-16,19.35,72.81,53.0953
2019-09-16,19.35,72.85,56.0943
2019-09-16,19.35,72.89,56.3034
2019-09-16,19.35,72.93,39.9068
2019-09-16,19.35,72.97,45.9803
2019-09-16,19.35,73.01,44.3629
2019-09-16,19.35,73.05,43.8241
2019-09-17,18.87,72.77,52.0991
2019-09-17,18.87,72.81,56.1575
2019-09-17,18.87,72.85,37.1308
2019-09-17,18.87,72.89,66.7882
2019-09-17,18.87,72.93,62.8233
2019-09-17,18.87,72.97,57.6942
2019-09-17,18.87,73.01,46.9752
2019-09-17,18.87,73.05,49.4688
2019-09-17,18.91,72.77,83.1771
2019-09-17,18.91,72.81,77.311
2019-09-17,18.91,72.85,56.3197
2019-09-17,18.91,72.89,57.7419
2019-09-17,18.91,72.93,66.7882
2019-09-17,18.91,72.97,72.292
2019-09-17,18.91,73.01,58.9589
2019-09-17,18.91,73.05,53.537
2019-09-17,18.95,72.77,57.1596
2019-09-17,18.95,72.81,67.2889
2019-09-17,18.95,72.85,66.7882
2019-09-17,18.95,72.89,69.9826
2019-09-17,18.95,72.93,65.0384
2019-09-17,18.95,72.97,56.7261
2019-09-17,18.95,73.01,66.8191
2019-09-17,18.95,73.05,59.6564
2019-09-17,18.99,72.77,66.7882
2019-09-17,18.99,72.81,80.6666
2019-09-17,18.99,72.85,82.4714
2019-09-17,18.99,72.89,98.4735
2019-09-17,18.99,72.93,90.3902
2019-09-17,18.99,72.97,87.099
2019-09-17,18.99,73.01,63.0052
2019-09-17,18.99,73.05,46.7856
2019-09-17,19.03,72.77,71.6324
2019-09-17,19.03,72.81,87.1472
2019-09-17,19.03,72.85,97.3517
2019-09-17,19.03,72.89,112.971
2019-09-17,19.03,72.93,97.2544
2019-09-17,19.03,72.97,83.2434
2019-09-17,19.03,73.01,81.013
2019-09-17,19.03,73.05,67.4452
2019-09-17,19.07,72.77,66.7882
2019-09-17,19.07,72.81,95.1082
2019-09-17,19.07,72.85,102.9409
2019-09-17,19.07,72.89,101.5589
2019-09-17,19.07,72.93,85.1237
2019-09-17,19.07,72.97,89.1361
2019-09-17,19.07,73.01,66.7882
2019-09-17,19.07,73.05,62.0283
2019-09-17,19.11,72.77,72.2857
2019-09-17,19.11,72.81,66.7882
2019-09-17,19.11,72.85,66.7882
2019-09-17,19.11,72.89,109.0419
2019-09-17,19.11,72.93,97.5406
2019-09-17,19.11,72.97,86.2002
2019-09-17,19.11,73.01,81.6937
2019-09-17,19.11,73.05,69.4667
2019-09-17,19.15,72.77,69.4822
2019-09-17,19.15,72.81,78.936
2019-09-17,19.15,72.85,113.893
2019-09-17,19.15,72.89,99.4603
2019-09-17,19.15,72.93,66.7882
2019-09-17,19.15,72.97,75.2563
2019-09-17,19.15,73.01,81.3032
2019-09-17,19.15,73.05,65.656
2019-09-17,19.19,72.77,72.3313
2019-09-17,19.19,72.81,75.625
2019-09-17,19.19,72.85,66.7882
2019-09-17,19.19,72.89,83.062
2019-09-17,19.19,72.93,73.9918
2019-09-17,19.19,72.97,66.7882
2019-09-17,19.19,73.01,62.9169
2019-09-17,19.19,73.05,58.4994
2019-09-17,19.23,72.77,59.9587
2019-09-17,19.23,72.81,66.7882
2019-09-17,19.23,72.85,69.0962
2019-09-17,19.23,72.89,71.8089
2019-09-17,19.23,72.93,68.6776
2019-09-17,19.23,72.97,54.3669
2019-09-17,19.23,73.01,66.7882
2019-09-17,19.23,73.05,66.7882
2019-09-17,19.27,72.77,66.7882
2019-09-17,19.27,72.81,65.9543
2019-09-17,19.27,72.85,62.3773
2019-09-17,19.27,72.89,63.2982
2019-09-17,19.27,72.93,46.307
2019-09-17,19.27,72.97,66.7882
2019-09-17,19.27,73.01,53.4749
2019-09-17,19.27,73.05,66.4828
2019-09-17,19.31,72.77,49.5499
2019-09-17,19.31,72.81,66.6214
2019-09-17,19.31,72.85,54.3891
2019-09-17,19.31,72.89,50.8178
2019-09-17,19.31,72.93,40.8315
2019-09-17,19.31,72.97,54.4825
2019-09-17,19.31,73.01,43.9391
2019-09-17,19.31,73.05,35.9621
2019-09-17,19.35,72.77,52.6475
2019-09-17,19.35,72.81,66.7882
2019-09-17,19.35,72.85,52.932
2019-09-17,19.35,72.89,49.3744
2019-09-17,19.35,72.93,43.4614
2019-09-17,19.35,72.97,39.7936
2019-09-17,19.35,73.01,66.7882
2019-09-17,19.35,73.05,50.3729
2019-09-18,18.87,72.77,62.5658
2019-09-18,18.87,72.81,55.5145
2019-09-18,18.87,72.85,51.5137
2019-09-18,18.87,72.89,50.7352
2019-09-18,18.87,72.93,57.2947
2019-09-18,18.87,72.97,48.8895
2019-09-18,18.87,73.01,38.7112
2019-09-18,18.87,73.05,54.284
2019-09-18,18.91,72.77,68.2301
2019-09-18,18.91,72.81,59.0521
2019-09-18,18.91,72.85,52.9076
2019-09-18,18.91,72.89,66.2416
2019-09-18,18.91,72.93,62.04
2019-09-18,18.91,72.97,57.5086
2019-09-18,18.91,73.01,67.257
2019-09-18,18.91,73.05,67.257
2019-09-18,18.95,72.77,70.2275
2019-09-18,18.95,72.81,67.257
2019-09-18,18.95,72.85,68.1763
2019-09-18,18.95,72.89,67.257
2019-09-18,18.95,72.93,71.5295
2019-09-18,18.95,72.97,67.257
2019-09-18,18.95,73.01,62.8328
2019-09-18,18.95,73.05,52.1229
2019-09-18,18.99,72.77,67.257
2019-09-18,18.99,72.81,82.7495
2019-09-18,18.99,72.85,79.8826
2019-09-18,18.99,72.89,101.2761
2019-09-18,18.99,72.93,67.257
2019-09-18,18.99,72.97,73.1938
2019-09-18,18.99,73.01,82.0115
2019-09-18,18.99,73.05,63.4524
2019-09-18,19.03,72.77,82.9305
2019-09-18,19.03,72.81,102.44
2019-09-18,19.03,72.85,106.9316
2019-09-18,19.03,72.89,103.9608
2019-09-18,19.03,72.93,67.257
2019-09-18,19.03,72.97,80.9357
2019-09-18,19.03,73.01,70.2865
2019-09-18,19.03,73.05,58.7249
2019-09-18,19.07,72.77,103.3999
2019-09-18,19.07,72.81,105.287
2019-09-18,19.07,72.85,113.6053
2019-09-18,19.07,72.89,67.257
2019-09-18,19.07,72.93,97.2991
2019-09-18,19.07,72.97,78.6119
2019-09-18,19.07,73.01,59.9754
2019-09-18,19.07,73.05,68.6681
2019-09-18,19.11,72.77,83.6077
2019-09-18,19.11,72.81,104.9292
2019-09-18,19.11,72.85,104.0561
2019-09-18,19.11,72.89,117.3426
2019-09-18,19.11,72.93,105.9596
2019-09-18,19.11,72.97,72.0216
2019-09-18,19.11,73.01,80.8379
2019-09-18,19.11,73.05,70.9262
2019-09-18,19.15,72.77,77.2872
2019-09-18,19.15,72.81,95.3183
2019-09-18,19.15,72.85,100.0726
2019-09-18,19.15,72.89,93.6313
2019-09-18,19.15,72.93,74.6689
2019-09-18,19.15,72.97,75.9208
2019-09-18,19.15,73.01,77.5548
2019-09-18,19.15,73.05,64.8905
2019-09-18,19.19,72.77,67.257
2019-09-18,19.19,72.81,76.6274
2019-09-18,19.19,72.85,80.5765
2019-09-18,19.19,72.89,67.257
2019-09-18,19.19,72.93,72.4626
2019-09-18,19.19,72.97,88.5494
2019-09-18,19.19,73.01,45.5793
2019-09-18,19.19,73.05,59.4854
2019-09-18,19.23,72.77,71.643
2019-09-18,19.23,72.81,67.4487
2019-09-18,19.23,72.85,64.7725
2019-09-18,19.23,72.89,66.7338
2019-09-18,19.23,72.93,67.257
2019-09-18,19.23,72.97,69.0203
2019-09-18,19.23,73.01,64.3392
2019-09-18,19.23,73.05,54.7017
2019-09-18,19.27,72.77,59.5607
2019-09-18,19.27,72.81,52.2706
2019-09-18,19.27,72.85,76.7553
2019-09-18,19.27,72.89,80.0336
2019-09-18,19.27,72.93,65.7075
2019-09-18,19.27,72.97,57.8491
2019-09-18,19.27,73.01,56.1036
2019-09-18,19.27,73.05,55.6556
2019-09-18,19.31,72.77,44.7408
2019-09-18,19.31,72.81,51.7849
2019-09-18,19.31,72.85,47.356
2019-09-18,19.31,72.89,67.257
2019-09-18,19.31,72.93,67.257
2019-09-18,19.31,72.97,45.4333
2019-09-18,19.31,73.01,57.2535
2019-09-18,19.31,73.05,50.2094
2019-09-18,19.35,72.77,62.0395
2019-09-18,19.35,72.81,46.9888
2019-09-18,19.35,72.85,48.8056
2019-09-18,19.35,72.89,61.485
2019-09-18,19.35,72.93,58.3869
2019-09-18,19.35,72.97,55.2168
2019-09-18,19.35,73.01,41.2116
2019-09-18,19.35,73.05,40.2102
2019-09-19,18.87,72.77,54.9682
2019-09-19,18.87,72.81,56.6681
2019-09-19,18.87,72.85,31.335
2019-09-19,18.87,72.89,52.8432
2019-09-19,18.87,72.93,54.6494
2019-09-19,18.87,72.97,55.1854
2019-09-19,18.87,73.01,61.5593
2019-09-19,18.87,73.05,68.1634
2019-09-19,18.91,72.77,68.1634
2019-09-19,18.91,72.81,68.1634
2019-09-19,18.91,72.85,75.3531
2019-09-19,18.91,72.89,71.07
2019-09-19,18.91,72.93,71.267
2019-09-19,18.91,72.97,56.0416
2019-09-19,18.91,73.01,69.5894
2019-09-19,18.91,73.05,52.642
2019-09-19,18.95,72.77,62.2025
2019-09-19,18.95,72.81,78.3826
2019-09-19,18.95,72.85,74.544
2019-09-19,18.95,72.89,80.0683
2019-09-19,18.95,72.93,69.5099
2019-09-19,18.95,72.97,59.5703
2019-09-19,18.95,73.01,68.1634
2019-09-19,18.95,73.05,48.0359
2019-09-19,18.99,72.77,80.5774
2019-09-19,18.99,72.81,63.994
2019-09-19,18.99,72.85,95.7668
2019-09-19,18.99,72.89,77.359
